AIT101,AIT201,AIT301,AIT401,AIT501,AIT601,DPIT101,DPIT201,DPIT301,DPIT401,DPIT501,DPIT601,FIT101,FIT201,FIT301,FIT401,FIT501,FIT601,LIT101,LIT201,LIT301,LIT401,LIT501,LIT601,MV101,MV102,MV201,MV202,MV301,MV302,MV401,MV402,MV501,MV502,MV601,MV602,P101,P102,P201,P202,P301,P302,P401,P402,P501,P502,P601,P602,PIT101,PIT201,PIT301,Normal/Attack
46.51776,33.842133,37.741856,56.594418,55.63646,53.160763,77.36374,24.990313,28.43028,18.829609,55.71356,39.21668,39.885468,21.347181,62.56626,47.73278,24.258041,51.930763,61.137268,33.567303,41.85687,27.438442,74.9975,62.369793,30.130863,51.01946,68.53912,57.743595,15.425685,24.115236,24.750929,61.34687,29.081043,78.16363,25.639635,33.63714,41.719303,58.835613,78.22268,27.931139,72.23581,56.212322,59.240864,69.98549,80.24439,34.77826,45.722046,67.05549,20.0804,74.61269,61.629917,Normal
28.76273,36.067024,40.63298,48.855576,56.854378,40.76609,74.69297,31.554062,27.394207,26.380192,61.141285,27.515217,39.597023,23.3456,66.38449,53.18615,30.238663,58.84204,64.77734,22.044374,43.36738,17.210838,76.24852,56.93094,25.867357,45.94497,61.633255,57.358948,16.852005,26.152674,34.493004,59.9925,28.62979,56.657654,21.290174,39.438072,43.554398,45.328884,80.58598,32.34995,75.43935,58.27705,60.625084,75.17651,73.28875,37.759926,30.445698,68.33054,29.579342,78.50919,61.480957,Normal
46.711323,39.591263,36.01675,44.47318,59.269756,50.524685,73.77075,27.098394,30.424297,24.556852,60.602806,29.131527,39.406586,18.61931,57.00979,39.348835,25.3186,49.401184,49.672672,24.399162,49.85073,15.732759,62.5585,62.287807,21.458786,49.429497,52.66943,55.717724,38.156933,19.590946,28.291512,54.608543,21.951645,67.759186,28.632893,25.404774,44.388824,49.27981,78.904305,31.968266,75.22924,59.709053,57.007698,70.73036,79.20952,27.686123,36.840847,66.88377,32.44671,74.12491,60.752888,Normal
44.682785,35.979946,31.183792,40.41284,48.50408,51.22954,77.91963,26.925135,33.05269,18.850882,52.16233,24.242441,35.780903,23.93971,55.112675,44.214,17.632086,52.833645,52.54388,34.594532,45.351604,35.846233,65.20373,61.081745,28.047096,42.77876,56.729637,62.324127,25.22457,24.897755,25.57611,48.118675,24.999212,62.803085,28.880194,27.6867,40.18619,55.514145,77.737465,27.53902,80.1562,66.01018,59.321697,81.52746,80.02463,34.09659,32.5338,65.461075,19.883085,68.70205,65.03675,Normal
30.127821,38.031586,38.21511,47.51886,56.09956,56.95935,75.21768,29.627714,25.472359,12.046349,60.179596,31.079296,35.711952,28.84563,55.13721,50.435764,22.200064,53.31913,64.87113,27.647213,47.385494,20.274496,73.75421,59.917118,15.732855,44.115597,65.20869,51.063953,17.47513,19.523367,33.47702,58.244156,26.797134,62.857574,29.251762,38.32978,46.11713,46.541523,81.135086,25.145445,83.03475,58.492516,56.221287,74.297585,77.18418,38.934338,38.385136,68.92867,24.29605,78.79053,64.666374,Normal
47.660805,31.113964,33.907166,55.172905,58.13533,41.16261,74.99296,29.654568,38.312775,21.507385,52.404884,32.26812,42.56109,18.189068,60.44615,42.411987,22.42922,53.79718,61.22944,23.321695,46.18853,18.830196,78.33314,60.368195,31.20232,42.381794,65.46557,56.92627,15.768383,22.33145,30.145878,63.61814,19.215374,69.18556,28.863579,27.97556,38.23952,52.58306,81.844505,22.938524,74.92932,58.813694,60.975525,81.190346,70.678276,41.912315,28.528168,66.866974,29.359426,68.92066,71.12907,Normal
46.390068,37.46003,39.436237,46.073,60.21491,52.09322,83.41985,30.290401,26.651896,16.24741,56.584396,30.238256,40.524624,23.063932,62.58437,50.455727,19.051449,50.917843,61.944374,26.80733,46.9871,29.448322,77.417755,62.96624,21.05219,39.8892,60.71449,60.12724,20.276924,14.521624,24.6759,69.054306,29.195822,71.06598,22.965033,26.141956,37.89703,53.720413,77.612404,32.815784,74.26723,59.073906,49.615643,81.61278,79.48736,32.146023,42.552895,69.53713,22.632381,74.761024,64.27119,Normal
46.078262,36.998825,36.54383,51.001907,58.52897,52.550648,74.26967,23.058868,37.490345,15.693064,57.85931,31.01075,40.763588,31.937122,48.102295,51.239967,24.493294,58.04922,58.79727,21.974922,44.406677,23.30618,76.25968,56.133163,21.629301,50.968815,65.28049,60.88814,22.042864,11.908033,25.368845,68.91383,28.68436,64.44523,31.70125,33.207523,29.800014,52.34085,81.753716,33.813473,76.531204,61.022743,52.646713,81.93797,70.17908,26.435495,36.0334,64.16914,23.913391,75.456924,63.585175,Normal
37.220688,31.914106,39.12752,49.46499,60.223362,67.04312,72.00545,21.011547,29.383297,17.69022,58.917583,24.03408,36.695934,21.456446,43.96423,48.126175,27.07291,56.020695,59.509785,27.872992,48.97865,21.142603,68.077835,65.174934,17.976904,42.472343,64.196945,52.179363,25.046606,30.011738,26.53766,59.60119,20.343199,62.506386,23.807112,32.323017,45.01365,51.339752,81.03909,24.977816,81.9708,64.200905,65.57242,71.90007,76.7549,30.632702,45.97919,62.854595,14.983301,67.486496,51.64182,Normal
53.63789,36.156303,35.452587,49.850613,54.593853,53.115326,80.31557,23.429295,32.91638,14.284977,51.51854,22.876717,43.66986,29.806906,51.961933,48.753258,20.80085,57.013866,64.28352,31.399187,43.215736,30.710495,71.34492,54.99934,27.600935,50.365925,60.742428,65.77036,13.366818,29.992828,23.968887,52.873013,25.96291,63.723877,30.663956,30.895943,41.297485,50.38901,75.44075,27.976961,85.51464,66.71199,52.333862,83.21242,86.188446,31.217157,28.613722,62.43694,30.080755,69.867615,52.845104,Normal
49.923023,37.735573,39.11044,51.512894,51.490913,46.17158,70.88411,21.504902,35.82321,20.997105,51.04751,29.916174,40.63388,25.151625,57.20708,53.604378,17.39188,51.174446,68.27165,28.671253,52.15848,12.942338,73.3853,61.426796,18.530611,48.634834,65.55781,64.61343,15.065125,25.310682,32.671124,61.92276,23.7322,63.496452,28.498112,22.993868,39.610374,48.358337,85.43914,31.038445,74.7954,59.180584,60.884663,75.66987,74.30551,49.240356,50.027924,68.221054,23.774416,72.59071,61.268833,Normal
40.408867,30.217268,37.732162,54.70637,51.280396,52.063046,78.07024,24.383919,31.95619,22.719198,56.988235,30.888056,37.423615,34.918175,56.8604,54.0746,18.815065,59.67757,61.101425,24.515133,51.717167,27.430458,81.01217,62.549618,13.757667,39.26082,58.122925,57.698597,10.296332,21.804121,33.18579,57.93239,30.62171,69.91679,16.57329,32.398407,43.670765,48.13868,71.45874,22.082743,80.489075,69.80681,61.946423,71.84423,81.27016,40.072315,35.24192,72.007904,21.740595,71.627716,51.72128,Normal
34.29791,33.368366,42.172733,52.595486,60.781147,52.73971,75.17533,23.496714,27.739477,27.68964,61.979538,27.073986,38.519054,25.453035,59.898952,41.45797,30.838547,54.667923,62.194633,32.111217,42.44961,29.818518,81.89773,56.853146,25.193264,54.597103,58.655525,52.536407,4.1980042,34.20153,34.99325,59.808037,23.751162,68.30457,25.054106,32.694378,35.669178,61.6363,79.71961,28.985931,65.39061,65.42108,47.53389,71.109604,74.406265,30.734776,29.37994,65.79406,28.572723,72.37477,60.29947,Normal
43.023613,35.114754,43.876305,47.59105,55.147606,41.376457,77.68988,27.6352,35.32938,21.115953,51.25137,29.100069,41.257412,24.133059,65.19114,52.23555,22.15494,59.900303,69.49689,30.051046,42.805546,22.9191,64.287636,59.805378,15.525568,38.776913,64.206665,56.033726,13.763945,24.593658,31.518818,58.090664,26.343,62.051685,26.27684,27.164661,44.364117,36.557007,83.69712,29.377934,66.230896,66.49519,55.29923,80.78573,72.05646,34.285122,44.519085,62.62701,30.648369,78.033714,59.474285,Normal
44.15412,37.179554,38.252575,60.397312,53.370308,38.793106,69.38952,30.686258,26.220705,21.444468,56.352604,35.132473,43.53421,23.886488,61.205242,47.648483,31.694252,58.811333,53.97785,25.604044,50.499023,29.952223,71.46203,49.97587,24.254309,57.160557,65.39446,56.432213,23.975292,28.540207,28.24662,62.54669,25.094175,71.26483,32.149105,36.385956,40.394386,41.341053,76.5534,24.850994,84.12615,60.08999,45.325592,76.01467,71.53079,38.16065,40.667576,61.555725,26.185873,76.03872,66.47447,Normal
34.29215,33.850407,34.28077,55.683735,53.686188,43.428154,81.95573,31.549395,29.215029,15.041826,51.838104,24.191603,42.510025,30.49335,50.318863,45.242527,28.964987,54.23944,64.80613,34.150616,46.586662,21.31422,73.746704,59.901794,30.115278,49.88979,56.79532,57.54627,26.60193,18.423702,25.38914,69.16795,27.806557,67.60584,19.177309,19.539297,38.16775,55.21462,81.19841,32.563942,80.04671,59.70836,60.84621,77.54237,78.62454,36.263863,27.99018,73.72648,26.32376,71.20279,69.97189,Normal
49.961708,28.181458,38.097168,49.22166,56.441124,51.39811,72.411415,25.094975,29.97367,17.162157,59.22483,30.275915,37.561253,19.929178,51.68699,45.637978,18.380587,56.89586,54.713657,28.814697,42.491917,30.207108,71.57335,65.66222,15.935388,51.995625,61.34218,50.433846,18.876682,28.634811,26.532959,66.08567,19.839643,63.507153,31.960077,41.17286,42.054737,46.875698,84.713066,33.80384,70.57963,61.10326,64.174416,79.99433,77.38977,38.802395,48.02471,65.67807,17.471277,66.2988,58.753872,Normal
44.16646,39.771294,31.896637,53.414093,53.133663,44.74861,72.04324,26.47489,29.57956,22.789135,49.07961,33.248806,35.579514,25.830788,61.43149,42.196938,27.68973,61.48358,56.975964,24.277296,51.446133,21.200178,70.00638,56.161533,19.50447,50.60194,64.8992,58.44858,24.17317,12.99363,24.454607,66.52772,19.595543,73.99518,21.152533,25.097044,39.84517,55.951653,73.07466,32.6687,85.81796,64.63278,56.73078,72.72668,78.88942,37.498425,32.650978,69.7672,23.037102,67.947685,69.41894,Normal
43.390125,32.074272,40.47306,40.331867,58.646442,52.90201,67.78173,30.405632,34.768173,23.03996,59.889023,38.3656,33.417213,23.828312,55.834965,53.32545,26.271944,61.19368,70.349724,23.733238,46.74147,23.17037,66.18933,55.035294,18.027514,57.260967,58.36501,54.732014,23.565147,20.3239,36.63156,51.169502,22.745224,71.11343,30.924713,34.252148,35.65203,55.00064,77.26066,27.572943,76.42325,59.406013,58.779617,75.95233,77.958145,50.864616,39.33672,71.65713,22.752472,69.50588,64.12859,Normal
41.8903,31.795141,34.75862,45.971508,57.235046,48.351345,74.55612,23.452026,26.061707,14.086006,59.88306,31.034172,46.70635,31.561092,58.217564,42.852997,18.021719,57.61007,68.11204,32.234867,47.960117,22.396385,71.93858,57.992664,18.708725,51.521694,66.99873,55.71075,23.405165,31.739555,29.725794,60.020744,22.943455,69.81768,30.952665,34.756493,38.937767,55.098717,82.51382,26.481274,81.16178,61.50261,46.472424,77.23873,83.6535,33.042404,45.528572,72.695885,21.266855,76.3805,61.10632,Normal
39.869606,38.644627,43.197853,42.38,62.880527,48.813736,83.60311,34.243282,34.086597,27.117422,59.84612,26.487078,40.47061,23.743938,62.172825,38.739544,22.024912,61.173244,68.10616,31.828299,42.07151,19.53954,68.8221,55.800755,26.303139,48.64748,56.268818,54.76798,31.167383,24.76418,36.04112,71.59639,29.539343,74.703415,26.28624,31.432108,51.544613,50.924114,84.56138,26.393196,80.09995,54.91156,61.77481,66.20519,81.9428,29.431444,40.494125,65.37817,12.426435,71.048584,65.88804,Normal
52.86775,32.37263,37.000435,49.645237,61.98887,54.982723,70.04786,30.788763,30.110903,28.516342,48.98455,35.38401,35.14016,22.395098,46.267437,49.830746,24.155489,56.299404,55.15116,26.060158,51.93391,20.959948,74.870735,57.713013,18.778997,50.898487,61.536125,61.852898,24.178179,25.445469,29.710115,60.929375,22.097872,60.778305,26.520418,28.848959,34.33897,56.71686,74.91026,23.259436,81.139015,57.928806,57.402428,83.42982,79.22235,28.105433,40.822712,64.85323,20.183636,75.66534,62.424473,Normal
37.496956,38.13484,42.089855,53.35662,56.486866,56.034748,71.73053,25.743784,31.452345,26.128502,53.89264,23.259325,49.646618,23.1464,55.552467,43.40295,11.537736,59.19344,58.93228,31.531408,42.458164,25.626991,85.48831,68.14157,30.891579,37.509632,65.79909,62.490604,25.855742,22.941084,23.47387,54.8957,21.31239,69.92542,18.250216,34.382286,34.968918,46.67196,79.44686,31.046827,82.6404,63.26094,60.670197,72.614174,76.85925,35.96836,42.934505,62.812847,21.50858,68.720985,54.48918,Normal
53.861244,33.667988,34.010067,64.09132,57.884094,54.664936,81.16628,33.624382,26.732689,18.854885,59.003307,30.70714,41.88689,35.375504,51.776375,53.71584,21.247593,62.44484,68.935074,27.509874,46.170273,24.186382,76.914536,61.423866,16.469707,50.529457,63.17201,53.017536,22.988544,37.664944,29.233234,59.47091,31.344702,73.32545,26.156422,32.63815,46.47943,63.481037,83.70642,30.804842,71.74279,57.63479,53.45596,76.461464,76.516685,33.72636,36.31731,60.25881,20.430494,69.908005,58.92769,Normal
39.316402,33.48919,39.110588,43.135983,57.50422,50.739033,70.12078,24.509098,41.77722,20.332228,58.75968,29.186935,38.742004,28.03638,51.687393,53.0143,9.814708,51.09965,66.79452,28.353024,41.47514,19.175154,68.08764,63.592735,26.631687,41.116886,71.33013,57.889904,23.916216,32.76248,23.021008,67.38812,17.630913,78.63818,27.04003,38.695072,30.994198,45.471146,78.86843,30.92901,79.21325,66.77992,62.098606,71.476746,75.18181,37.811554,43.999744,70.2056,17.76714,76.74954,58.588448,Normal
42.437954,37.77945,35.331955,60.393055,50.842648,48.48884,75.8658,31.877691,26.467398,13.1417265,55.5562,30.294983,46.36053,24.83034,47.15447,46.15314,23.50718,58.380985,53.571186,25.061491,42.58011,24.008137,69.70229,63.72175,23.071491,48.656254,59.14396,53.25454,22.060722,22.896769,25.727968,59.98224,21.114405,69.14032,17.515635,26.249044,39.88383,48.102943,75.2461,29.634169,75.82602,66.220505,47.771038,80.787865,79.78648,31.77918,31.260387,61.370472,20.411274,76.97469,60.77519,Normal
49.837746,34.244938,42.764576,50.579895,63.09537,50.198387,74.14242,23.568102,32.894566,12.075192,50.065197,29.093407,42.563126,22.911636,60.397133,49.84397,19.035635,55.31201,65.54104,24.817331,51.665573,26.185059,75.26532,56.98062,19.138159,40.869385,69.44105,60.739143,22.707067,18.769094,30.164858,63.71536,24.470327,64.977974,29.28343,27.578625,45.38808,50.98377,84.69217,33.260532,81.80905,60.561275,62.989937,69.26159,77.89733,30.790913,42.947613,69.69796,23.716774,77.49821,71.67237,Normal
40.51849,28.407589,39.677124,52.284603,54.021378,53.769413,76.3914,33.33157,34.705948,21.243517,58.631863,27.051628,37.373886,20.414152,58.82963,52.597202,18.960714,60.76159,53.42221,23.345146,52.864994,30.781858,76.683075,65.66588,28.089468,39.977474,54.771854,53.090343,19.685684,25.010504,29.653421,57.868027,20.429115,72.15575,29.108248,36.96903,27.600323,55.49775,75.30681,23.877773,89.38638,67.90089,65.17402,80.76591,73.14092,31.720877,34.918438,62.421646,32.746025,72.15978,71.65963,Normal
38.73981,27.563421,40.621307,44.804512,57.572205,44.828518,78.221275,25.044716,26.813923,19.029375,54.07262,31.996456,40.915947,28.640818,55.114655,42.17119,16.71735,60.267815,63.924664,27.989477,50.528866,16.996159,79.40261,66.69823,19.889347,49.792267,70.74841,51.64744,35.31993,17.851183,35.23945,52.31624,28.49201,63.75151,35.0089,41.856594,48.445934,47.273216,82.24461,28.456247,78.59934,56.76916,63.295666,81.49225,72.34487,34.554375,31.975414,62.894066,20.30949,77.26054,62.092678,Normal
40.65632,23.74527,42.039433,54.404655,49.164787,52.76457,70.68904,23.590498,24.825274,22.207418,58.49567,31.04844,32.408287,29.508873,42.759144,50.29689,30.941677,55.68582,66.778496,23.20273,43.827892,25.445763,63.816765,64.74801,24.317648,49.395184,63.83012,53.411785,30.115433,16.659067,31.61937,56.24389,23.03823,73.65208,33.27034,36.189816,37.8917,43.916367,73.618546,26.876364,78.18156,60.402363,54.813843,74.28875,80.734314,32.68448,41.661285,68.88153,26.660353,72.504265,57.362034,Normal
48.938553,34.239265,38.32186,51.630833,58.05578,60.079914,81.2491,30.257092,25.097109,17.11329,60.349842,30.756237,34.528854,30.90018,53.75406,42.95367,30.987068,55.176872,65.09689,22.582561,41.408344,32.595306,73.161064,59.130714,26.579044,51.234074,61.343838,56.188953,27.71508,35.482418,35.09185,66.870224,26.084833,61.660942,29.607208,34.180096,43.82497,52.628807,79.795135,23.61865,72.33271,59.917816,52.51934,77.451164,77.986244,36.423477,47.170143,66.00778,20.473848,79.87836,72.282585,Normal
41.35959,38.650806,41.43724,57.48634,59.220264,46.783,78.67081,31.735508,25.58041,20.388329,57.932804,30.07276,36.38835,24.33602,58.307087,43.7423,30.508192,59.457012,60.043896,19.983448,41.967518,14.226532,74.08702,52.110268,25.10801,46.558846,60.26145,58.5179,15.236838,33.454613,32.110523,57.45128,33.645412,67.25617,13.156086,34.663635,48.002274,51.849297,81.103226,34.752625,70.96384,58.38669,56.584526,74.28814,77.05632,36.272694,42.14298,69.25009,31.45371,76.425705,67.152466,Normal
46.4618,34.42345,34.031082,57.282806,59.508114,56.694633,68.901665,28.311964,30.003138,14.557476,49.77648,28.156158,36.9853,28.90334,60.495052,52.09328,20.7202,63.118263,54.916264,23.394625,46.280487,19.997253,70.19502,53.11952,26.803185,51.649227,65.418045,65.706276,27.139517,27.191391,31.545164,66.112366,24.6665,77.20135,25.764551,30.74313,42.9017,49.404877,81.72882,31.896957,81.86174,64.81354,55.41362,73.38915,76.51642,33.47305,40.56741,61.89283,32.181236,72.31896,58.687893,Normal
48.8957,25.819284,41.442566,57.813564,60.34866,57.552647,78.8758,24.537584,32.558914,19.458357,54.734386,30.217506,37.63811,27.916426,60.74567,39.367096,13.978221,47.566803,62.437084,35.029663,52.066547,19.802526,70.39098,58.80912,22.36913,45.39296,73.31035,53.803547,28.154058,23.007856,31.869686,66.265236,26.576431,60.808933,23.599415,27.268772,37.258217,52.755997,81.22541,33.942184,80.01647,65.566795,56.98793,70.96315,71.81465,36.402557,46.050674,64.40569,31.782349,70.15909,64.003426,Normal
44.129143,30.31418,35.384743,46.060173,52.606987,38.71385,81.22335,30.455784,29.42057,16.37552,50.847847,30.389257,38.121635,28.645216,56.378014,39.151623,18.047132,53.548565,61.20238,30.7181,49.31113,26.055029,70.081024,62.204033,26.276953,60.62918,64.447495,55.198013,29.869337,22.196041,35.550842,66.78455,29.247274,71.68164,25.089579,36.18815,38.447163,49.082577,78.63399,27.808529,83.49542,66.08403,59.36376,69.10605,70.25192,35.191605,39.85372,70.528854,16.970465,75.63274,52.056156,Normal
43.24699,41.1196,37.81379,51.39471,58.694668,60.337513,81.08827,23.097122,32.70703,14.879486,49.994514,31.24484,45.909904,26.364939,72.36377,48.8907,32.403416,49.54143,62.544605,27.688524,50.326595,27.573517,68.30003,57.041718,21.04393,42.16615,66.28767,57.464252,32.07274,25.473413,25.39247,66.472115,26.63685,66.184425,29.197699,31.881525,43.049458,57.592525,82.96391,35.60143,75.65338,57.21411,59.24643,72.51323,77.13475,38.345734,36.550896,62.89637,16.773733,77.920876,59.67258,Normal
40.534874,38.5309,43.573532,44.79998,52.801643,50.405785,69.66443,25.316671,23.63835,22.14514,50.559334,29.421373,45.74441,23.85188,46.72036,46.410786,15.3016405,57.33571,56.731388,23.246979,42.687096,14.3493805,60.634926,64.046234,27.056206,47.173878,60.24552,59.70074,23.890244,21.840166,26.691801,54.83696,20.966234,75.33438,21.61323,28.054327,33.215202,55.962997,78.24483,28.964731,72.96937,61.0896,65.82222,70.35487,80.83755,30.883495,41.19686,73.33983,30.708103,66.559105,59.863792,Normal
37.49512,37.746964,32.922604,46.409103,45.668495,50.684746,73.82248,31.670082,29.304022,27.581556,59.890785,25.654049,40.49879,29.05411,59.412388,45.424732,17.843962,58.977848,50.272045,28.162907,52.804718,21.91932,65.78341,62.578968,23.9529,56.73938,54.74983,51.9831,21.644419,25.248716,26.186636,51.17544,24.040545,58.836872,25.724447,35.29343,36.606487,42.375668,73.42662,30.501734,74.61827,64.56692,55.13935,80.56266,80.009735,36.15183,46.11445,72.028564,12.969245,71.03629,72.48275,Normal
46.898663,32.328106,37.618454,47.767384,52.8596,48.34279,71.03303,29.82146,28.870008,29.527695,52.843372,35.615036,32.387024,27.058302,59.682186,41.012962,25.493317,56.104572,69.63727,26.76719,46.62114,30.752396,71.00037,52.66426,22.316063,51.86507,55.423862,62.167305,17.38152,4.3769755,34.776814,60.143814,22.122715,72.94327,27.847742,31.831936,39.880737,43.791992,78.44921,32.824986,74.703804,59.40562,57.517506,77.91658,70.14796,39.627632,32.074673,70.72934,22.214436,75.284164,67.749374,Normal
35.248196,37.56139,35.51846,49.4042,62.93396,57.220108,78.49065,34.034454,27.755548,15.8552,56.21096,25.362532,38.306915,18.982222,59.712605,49.953373,21.070257,56.118927,67.06095,27.809471,46.209858,32.660374,79.1165,68.98219,18.865545,42.099598,63.920113,49.784184,14.432334,21.09138,26.760527,67.70677,29.656458,59.00018,27.181026,28.249527,37.733917,57.627384,77.096275,35.171806,76.69954,60.00608,53.654305,79.49308,82.66404,35.071766,49.325474,67.33531,23.115765,77.78765,61.17914,Normal
39.023,36.40229,32.86255,55.70262,44.918774,47.07043,81.08733,30.36486,32.102608,22.442575,58.310482,31.189478,41.755512,23.219557,59.796814,43.249935,21.19494,50.58606,62.349186,24.858845,44.120808,31.637644,69.601234,58.34622,23.234709,50.940292,64.07609,58.195652,21.5646,21.262772,33.343376,60.376144,26.194975,70.12477,26.727093,27.612923,43.212975,54.002827,78.39645,31.029,79.775246,66.734985,49.08453,75.166016,79.160934,41.97377,40.35659,65.66919,26.89914,74.215965,66.09498,Normal
35.983017,31.967133,46.572514,50.425972,50.123028,58.850086,69.020515,32.736454,25.648235,10.225561,55.706013,41.470154,43.85161,26.182777,54.463642,41.872128,25.977177,51.300568,63.678932,32.71127,51.13526,28.78311,74.22549,62.089245,23.464308,58.864685,67.411674,57.936954,33.26133,19.307625,34.63878,61.83578,24.48641,73.26579,19.653006,25.288095,35.688206,44.682243,86.15195,22.119421,69.21416,58.514523,56.716145,82.832214,78.85257,29.04463,41.276676,73.09116,16.733368,78.96848,60.534378,Normal
45.12851,29.904547,34.07795,56.082123,58.609737,50.859295,75.33135,30.878788,23.592394,19.646162,51.65512,30.561005,35.2006,30.710047,46.14261,46.518143,22.74049,53.966515,69.547844,30.144505,48.97157,27.868868,64.56883,60.2473,23.498302,55.223145,66.045494,61.656277,22.21389,21.72947,34.263187,71.87976,32.21633,64.45188,18.5565,34.266953,41.772385,50.207207,79.09631,31.819641,87.50753,65.90316,54.742947,72.17945,72.6041,26.205997,51.192734,69.027565,20.97952,74.27707,56.164074,Normal
41.221134,31.245646,40.722668,56.56852,53.72364,50.532063,79.01647,28.577988,39.07904,25.760717,52.22744,34.261585,43.14821,32.750114,59.43966,43.454163,24.067955,57.828644,62.72386,22.137482,48.454227,26.015894,75.64088,62.69443,25.686115,51.793736,66.62559,66.37034,18.53753,36.18194,25.701237,55.989227,33.63054,67.35891,19.682894,30.403849,44.64181,57.104572,74.87206,35.16468,82.202896,65.489044,55.07335,71.39497,77.83305,32.9685,46.579086,71.44324,18.422255,71.306076,65.28458,Normal
48.579166,35.143265,41.127834,47.600887,54.52806,51.737392,71.2782,23.879221,27.708685,17.884237,53.703888,28.895136,45.633865,21.165466,47.169346,46.298836,17.756594,58.900177,56.137856,31.218494,48.994514,34.98405,69.63635,57.336437,22.453503,46.130745,56.619972,67.1145,24.5877,21.509813,26.135843,61.206043,24.011087,61.084698,32.21492,34.475452,34.81519,55.6571,74.17153,32.643112,78.12592,61.89181,61.89967,71.19832,75.53658,30.609646,37.49384,61.71809,23.796085,75.6299,64.32935,Normal
46.25263,26.217072,37.481033,49.62998,53.40226,43.627632,76.721794,30.32985,27.220366,10.902154,58.510754,21.069626,41.878807,29.867788,53.234272,44.39737,16.605997,53.640747,55.475292,24.508354,44.742867,26.266058,72.98118,61.267017,20.264566,52.248547,66.00135,58.373684,12.037364,24.459156,35.05338,55.14592,30.579136,73.22577,27.58405,26.856724,40.30706,51.014446,76.4412,30.714329,82.62355,65.31726,59.18432,70.7297,74.522446,35.19504,45.475132,61.863785,17.033464,73.598335,71.91562,Normal
42.756985,36.583595,40.816982,56.36062,63.23553,49.638596,74.15116,33.343277,32.062637,16.961153,60.30618,23.702152,42.609283,20.990818,60.03204,44.4804,27.763802,47.377853,64.780556,28.624166,48.402225,26.860563,72.62233,61.592117,21.648909,47.38913,70.173096,46.16884,20.795448,22.992794,25.908674,63.80025,29.164906,63.27955,18.292246,29.598131,32.015373,47.99817,80.39037,25.227379,80.31209,63.10583,54.032745,78.082634,73.02818,33.68133,26.304737,64.93918,20.371176,73.45123,66.20235,Normal
35.51989,37.00355,41.82358,46.515656,58.17965,39.944603,73.201614,27.909794,35.584995,25.459116,49.767277,34.925472,41.31725,31.002407,54.398907,42.7131,30.144691,57.382656,68.90028,26.047846,49.732883,18.667734,75.50891,57.821945,25.658434,42.15924,59.288982,60.665997,19.497097,35.409294,28.911116,63.817364,24.61094,73.66513,22.339863,40.181458,34.24481,45.307003,70.596924,28.354141,79.16766,65.25869,52.151634,80.215004,81.19382,35.972847,30.887611,62.62552,29.564672,70.96269,49.9632,Normal
48.843403,34.92508,32.786823,57.901096,48.188015,46.109337,74.41132,32.072433,30.821688,21.431227,51.038853,27.065413,41.172592,29.849838,57.97151,54.5761,26.451614,58.935013,58.267445,25.330969,50.34741,17.403364,75.37236,60.999336,17.4236,50.616108,65.765945,52.591743,22.188192,22.616724,32.313667,61.866734,28.01085,73.20093,19.020313,36.00032,58.90979,51.43458,74.023384,25.832106,87.77649,65.12849,47.218975,82.05805,80.68602,34.73601,39.11882,63.91948,29.855051,70.59844,60.56747,Normal
38.12616,32.77017,38.425385,49.956993,56.993004,55.90007,72.717445,23.42935,34.69189,15.973564,61.0213,27.119478,34.07548,27.40013,58.78205,48.586193,31.774002,56.386295,59.185505,29.44667,51.28206,16.487068,70.791954,56.703716,20.151144,48.773052,66.4661,54.260265,22.01166,28.391413,32.12945,60.425655,26.961676,75.97203,30.730007,33.873707,41.590935,54.731194,81.14805,28.243393,79.07198,59.107384,63.882946,77.59942,80.04949,37.987392,35.94288,72.69052,22.342516,72.646935,60.624752,Normal
33.43509,38.84594,37.083626,42.054405,44.733936,45.941856,80.79392,22.452581,27.09532,22.819263,55.796833,34.65669,38.56143,21.847311,55.63796,44.834126,20.925018,60.62003,63.489506,32.794044,43.51082,20.099737,68.79525,61.69639,22.75238,50.80002,62.867065,52.936924,15.261179,19.67653,24.372587,67.0048,34.84543,70.155426,20.329485,25.763252,46.806335,51.12565,82.41376,27.966219,86.872665,54.749386,52.555546,71.34171,75.57856,41.258602,36.29494,62.372242,30.66435,67.86138,73.96278,Normal
33.219284,38.44109,37.981182,51.075798,60.10667,56.527138,68.81057,32.699223,24.244295,15.469622,59.79886,26.50539,36.26171,29.695452,55.528248,50.998653,17.465824,56.87872,68.49797,25.633724,46.85949,21.190784,76.491585,64.09262,19.979311,47.270287,67.97762,52.85537,12.072527,23.1978,35.31197,60.69118,25.359335,66.48875,22.530804,37.05462,37.28134,51.29299,79.6848,21.496567,82.72168,59.63424,55.13245,79.31857,79.45291,38.92049,32.942528,68.118706,19.846172,84.384605,58.28572,Normal
55.084656,33.34973,31.0981,50.252254,54.66824,49.349754,69.05084,30.840755,33.96092,21.257936,56.752254,29.099136,44.504536,25.394476,51.09696,50.45161,15.975824,55.68455,58.45341,28.943525,48.575623,27.326513,72.519,62.077175,20.499502,51.12562,68.60133,53.964085,29.349207,27.899239,32.812035,71.76459,24.209036,60.6793,25.502645,27.123297,38.664867,60.379826,82.82493,30.903612,84.51721,56.51223,59.941036,82.099495,82.98455,31.530848,50.941566,68.15843,24.58806,72.16847,69.81151,Normal
